Land_Area_acres,Temperature_C,Humidity_pct,Rainfall_mm,WindSpeed_kmph,Soil_Type,Crop_Type,Crop_Stage,Season,Water_Required_Litres
0.6,34.6,78.9,15.8,26.0,Silty,Rice,Growth,Monsoon,12363.8
7.37,35.4,29.5,0.0,9.8,Sandy,Cotton,Seedling,Summer,206042.3
0.91,27.5,53.0,7.1,12.0,Silty,Cotton,Harvest,Winter,17111.5
2.45,30.4,60.3,11.6,6.5,Silty,Cotton,Harvest,Winter,49073.8
5.9,29.6,71.4,5.9,10.0,Silty,Sugarcane,Seedling,Summer,168189.9
3.98,25.2,39.3,6.8,19.5,Clay,Sugarcane,Growth,Winter,116383.9
6.06,31.8,77.7,22.7,8.7,Clay,Cotton,Seedling,Monsoon,121376.4
6.77,28.4,79.4,15.2,5.5,Sandy,Wheat,Harvest,Monsoon,147968.7
9.97,29.7,66.0,25.7,15.6,Clay,Maize,Flowering,Monsoon,244130.6
1.15,27.9,62.6,17.1,26.8,Clay,Maize,Growth,Monsoon,20719.6
3.68,34.5,57.5,17.9,28.9,Sandy,Wheat,Seedling,Monsoon,87878.7
1.79,45.0,58.3,5.2,12.6,Clay,Wheat,Seedling,Summer,41543.1
3.0,22.5,35.2,0.0,17.8,Loamy,Rice,Harvest,Winter,78930.0
5.96,33.8,36.7,9.0,20.9,Sandy,Cotton,Growth,Summer,181530.9
2.14,30.3,52.9,13.3,8.1,Silty,Maize,Seedling,Monsoon,45423.4
8.63,31.4,62.5,0.0,16.1,Clay,Wheat,Harvest,Summer,171242.7
1.67,25.8,48.0,19.2,28.8,Sandy,Rice,Harvest,Winter,41299.3
8.47,23.2,54.1,0.0,1.1,Silty,Wheat,Seedling,Winter,180404.7
5.32,29.8,45.1,4.7,6.7,Loamy,Wheat,Harvest,Summer,113626.1
3.2,15.0,23.2,9.7,2.8,Sandy,Cotton,Seedling,Winter,73152.6
6.42,39.3,45.1,0.0,12.6,Sandy,Wheat,Growth,Summer,189763.9
4.26,24.4,49.2,9.8,1.2,Silty,Rice,Growth,Winter,118130.2
8.69,40.4,37.3,3.8,13.9,Sandy,Maize,Flowering,Summer,312660.3
1.13,30.4,45.4,0.0,17.7,Silty,Rice,Growth,Summer,37167.2
2.02,28.7,49.8,2.0,18.6,Silty,Rice,Growth,Winter,61090.5
1.87,24.4,33.8,2.6,17.6,Clay,Wheat,Harvest,Winter,36756.4
9.84,27.3,70.3,2.7,25.3,Loamy,Wheat,Flowering,Monsoon,260031.7
0.63,41.1,58.7,15.6,12.6,Sandy,Cotton,Seedling,Monsoon,15776.7
0.84,21.1,60.7,2.9,14.2,Loamy,Cotton,Harvest,Winter,14223.1
4.76,26.8,81.9,36.3,4.5,Sandy,Rice,Flowering,Monsoon,151488.3
7.9,28.0,67.1,4.5,10.8,Clay,Cotton,Seedling,Summer,167236.1
0.59,23.1,37.2,6.1,1.8,Clay,Wheat,Growth,Winter,10163.1
3.67,31.1,64.3,9.3,2.7,Sandy,Sugarcane,Growth,Monsoon,142292.3
2.02,36.7,57.8,19.0,17.0,Clay,Rice,Harvest,Summer,44322.3
5.21,41.6,68.5,4.6,21.3,Silty,Sugarcane,Seedling,Summer,156286.2
9.99,45.0,32.9,0.7,29.8,Sandy,Sugarcane,Seedling,Summer,374825.2
4.82,25.1,55.0,19.8,22.8,Silty,Wheat,Growth,Winter,102522.8
3.93,33.7,48.4,3.9,10.3,Loamy,Cotton,Flowering,Summer,115427.9
7.68,45.0,40.6,4.2,8.1,Clay,Sugarcane,Growth,Summer,236268.1
4.07,34.2,52.5,9.9,19.2,Silty,Maize,Seedling,Summer,95760.8
2.63,33.0,51.1,0.0,21.6,Sandy,Wheat,Flowering,Summer,88616.9
9.51,32.0,53.2,27.7,3.4,Sandy,Wheat,Seedling,Monsoon,221735.4
1.51,39.6,88.9,2.4,2.7,Clay,Cotton,Harvest,Monsoon,31258.4
9.94,27.4,60.5,30.7,16.1,Clay,Maize,Harvest,Monsoon,199260.0
5.78,28.8,58.0,0.0,27.2,Silty,Maize,Harvest,Monsoon,131323.3
2.96,34.3,64.9,11.4,19.7,Sandy,Cotton,Seedling,Monsoon,76471.2
5.93,22.5,78.0,10.8,1.3,Clay,Cotton,Growth,Winter,126716.0
4.23,33.9,45.0,9.3,23.6,Loamy,Maize,Flowering,Monsoon,127850.8
5.34,15.0,61.6,1.0,17.2,Clay,Maize,Flowering,Winter,129686.3
4.6,34.9,49.5,3.9,2.0,Loamy,Wheat,Harvest,Summer,99955.4
7.02,30.5,67.1,20.4,6.2,Loamy,Rice,Seedling,Monsoon,185976.7
0.7,29.8,53.7,19.3,8.8,Clay,Sugarcane,Growth,Monsoon,12527.0
6.14,36.0,65.5,7.5,30.0,Sandy,Maize,Seedling,Monsoon,172655.3
4.36,31.2,87.0,7.9,25.5,Clay,Cotton,Growth,Summer,98096.1
8.29,33.7,40.8,0.0,20.2,Clay,Cotton,Seedling,Summer,182765.1
4.19,32.5,68.8,13.0,16.3,Sandy,Cotton,Harvest,Monsoon,100222.5
5.06,23.9,52.8,15.7,25.2,Silty,Wheat,Growth,Winter,110348.7
4.63,36.0,48.1,0.0,13.4,Sandy,Cotton,Seedling,Summer,131041.1
3.52,24.3,51.8,17.5,4.2,Silty,Wheat,Seedling,Monsoon,66213.2
2.3,20.8,57.5,0.0,2.1,Loamy,Maize,Growth,Winter,55532.8
3.14,29.3,52.5,15.3,7.5,Silty,Sugarcane,Harvest,Winter,80008.9
4.7,27.6,69.9,20.9,4.1,Sandy,Wheat,Seedling,Monsoon,100358.7
7.04,41.4,39.6,0.0,23.0,Sandy,Wheat,Harvest,Summer,178719.1
1.84,29.4,47.1,33.7,14.9,Silty,Wheat,Harvest,Monsoon,28062.7
2.66,22.9,42.6,0.0,6.7,Clay,Rice,Seedling,Winter,63842.7
3.3,45.0,20.0,0.0,16.8,Loamy,Cotton,Flowering,Summer,115527.9
1.52,30.4,20.0,0.0,29.2,Silty,Cotton,Seedling,Summer,41654.6
3.23,18.7,52.9,6.3,13.9,Loamy,Wheat,Seedling,Winter,65112.4
3.01,27.1,50.9,0.0,13.7,Sandy,Rice,Growth,Winter,110483.7
2.4,32.7,20.0,0.0,18.8,Sandy,Maize,Seedling,Summer,76030.5
1.69,40.0,44.5,19.7,22.1,Clay,Maize,Growth,Monsoon,39939.7
9.58,29.3,86.5,13.1,9.4,Sandy,Maize,Growth,Monsoon,281786.7
8.99,21.9,55.1,0.0,29.0,Sandy,Cotton,Seedling,Winter,239595.9
3.66,31.3,34.1,14.5,24.0,Loamy,Maize,Harvest,Summer,84128.9
8.53,25.6,69.1,0.0,12.3,Loamy,Wheat,Flowering,Winter,223201.7
7.69,32.7,53.0,6.5,20.0,Loamy,Sugarcane,Harvest,Monsoon,221460.5
9.88,25.9,74.8,26.8,28.0,Clay,Wheat,Growth,Monsoon,204230.2
3.12,24.1,70.1,2.0,13.3,Clay,Cotton,Harvest,Summer,61308.3
5.35,26.0,37.9,1.8,4.8,Sandy,Wheat,Flowering,Winter,160314.1
0.64,25.4,57.1,4.4,15.3,Clay,Maize,Growth,Winter,12182.2
1.69,31.0,29.3,2.6,12.6,Clay,Cotton,Growth,Winter,42477.2
9.5,39.0,72.7,12.3,13.0,Silty,Cotton,Flowering,Summer,256671.8
2.05,22.3,45.8,16.5,8.3,Silty,Rice,Seedling,Winter,44957.6
1.46,28.6,45.3,11.0,16.4,Sandy,Cotton,Growth,Monsoon,38120.7
4.9,38.3,37.6,2.5,17.6,Silty,Cotton,Growth,Summer,131066.8
7.38,34.3,45.2,18.9,12.6,Sandy,Sugarcane,Harvest,Monsoon,238487.5
2.97,33.7,55.6,6.9,2.7,Silty,Maize,Growth,Summer,75071.3
6.74,25.9,71.0,11.4,7.4,Sandy,Rice,Harvest,Winter,191260.0
0.98,29.8,46.6,39.3,14.9,Sandy,Cotton,Harvest,Monsoon,15747.8
1.0,35.3,51.6,7.7,21.0,Sandy,Cotton,Harvest,Summer,27315.9
5.73,22.1,41.9,23.3,8.3,Sandy,Wheat,Flowering,Monsoon,147067.0
9.23,25.7,54.3,0.0,22.5,Clay,Rice,Harvest,Winter,215428.4
7.74,22.5,78.3,28.9,11.6,Loamy,Maize,Seedling,Monsoon,170568.6
7.36,29.3,67.7,11.7,25.4,Clay,Cotton,Flowering,Winter,179700.8
8.74,33.6,45.7,12.1,10.1,Loamy,Rice,Seedling,Summer,242908.5
4.99,33.8,29.0,0.7,25.1,Sandy,Sugarcane,Growth,Summer,217088.4
7.9,30.5,41.3,1.1,3.2,Sandy,Cotton,Seedling,Monsoon,213185.9
7.9,27.4,58.6,4.3,26.8,Clay,Maize,Harvest,Winter,165933.0
5.16,29.4,46.2,6.2,26.3,Sandy,Rice,Growth,Summer,189929.7
8.08,28.8,88.9,21.2,16.5,Silty,Sugarcane,Seedling,Monsoon,223581.7
0.64,29.6,95.2,24.7,6.4,Clay,Wheat,Growth,Monsoon,10879.1
9.72,43.0,46.8,6.4,29.8,Clay,Cotton,Flowering,Summer,253649.8
8.55,20.5,60.1,0.0,20.5,Sandy,Sugarcane,Seedling,Winter,300814.0
2.84,28.5,38.4,0.0,28.3,Sandy,Maize,Seedling,Winter,84285.8
7.49,32.3,32.8,4.4,27.8,Loamy,Wheat,Flowering,Winter,206903.3
0.94,30.3,53.5,19.1,23.5,Silty,Wheat,Seedling,Monsoon,15175.0
6.39,31.4,44.2,10.8,6.6,Sandy,Maize,Seedling,Summer,173011.9
7.52,25.3,67.2,17.1,0.5,Loamy,Rice,Growth,Monsoon,220569.2
1.46,29.3,66.7,6.1,29.7,Silty,Sugarcane,Growth,Summer,46659.1
2.7,22.1,72.1,15.6,16.5,Sandy,Rice,Flowering,Monsoon,87081.7
0.66,37.9,41.8,0.0,29.8,Clay,Cotton,Harvest,Summer,19738.2
8.63,35.0,45.2,10.4,10.1,Sandy,Wheat,Seedling,Summer,215272.2
9.11,23.9,56.0,5.8,16.9,Sandy,Maize,Flowering,Winter,304340.9
2.97,29.8,63.0,0.0,22.9,Clay,Wheat,Growth,Winter,66944.4
7.48,40.0,71.7,0.0,29.7,Silty,Sugarcane,Harvest,Summer,209709.2
4.95,38.2,39.8,11.7,0.8,Loamy,Rice,Harvest,Summer,130239.7
1.66,27.9,26.4,0.0,22.6,Clay,Rice,Growth,Winter,49385.9
1.43,27.0,46.2,10.4,0.5,Loamy,Sugarcane,Flowering,Winter,46332.4
8.3,20.6,49.7,0.1,1.5,Loamy,Maize,Flowering,Winter,239488.3
7.82,25.8,44.0,0.0,4.4,Clay,Wheat,Flowering,Winter,183201.7
9.97,21.7,55.7,16.6,11.3,Loamy,Wheat,Harvest,Winter,204216.0
9.48,30.5,68.7,27.0,21.8,Clay,Sugarcane,Harvest,Monsoon,230187.2
7.07,22.2,43.6,0.0,25.1,Sandy,Sugarcane,Seedling,Winter,252359.7
8.07,28.5,80.9,15.2,11.8,Loamy,Wheat,Seedling,Monsoon,171865.0
7.09,25.7,38.5,4.0,15.7,Loamy,Sugarcane,Growth,Winter,246268.0
5.99,30.9,93.1,28.7,17.9,Clay,Sugarcane,Flowering,Monsoon,178737.2
7.88,27.6,70.5,1.2,22.1,Clay,Sugarcane,Flowering,Winter,257477.7
3.77,39.9,44.5,6.2,21.1,Sandy,Wheat,Flowering,Summer,125927.3
1.9,25.2,54.3,5.0,21.9,Loamy,Rice,Growth,Summer,56560.3
2.17,27.4,69.2,23.0,22.8,Clay,Maize,Harvest,Monsoon,38000.3
4.55,37.3,48.6,12.1,4.7,Silty,Rice,Flowering,Summer,147829.6
3.05,37.5,49.3,25.8,1.0,Loamy,Rice,Harvest,Monsoon,72925.0
9.58,37.6,78.5,5.8,5.4,Clay,Cotton,Seedling,Summer,205352.3
1.41,26.1,56.1,12.4,14.9,Sandy,Rice,Harvest,Winter,34352.8
5.69,25.1,59.5,6.1,24.2,Sandy,Sugarcane,Growth,Summer,228106.5
4.73,23.7,67.4,0.0,28.2,Silty,Cotton,Growth,Summer,117145.0
2.48,26.6,41.8,11.7,6.7,Sandy,Sugarcane,Growth,Winter,92367.0
5.85,22.6,39.8,7.4,16.7,Loamy,Cotton,Seedling,Winter,135617.6
7.54,24.8,58.7,0.0,24.5,Silty,Rice,Growth,Winter,223804.6
7.51,41.5,66.2,13.9,29.7,Clay,Wheat,Seedling,Summer,155204.7
2.02,33.7,75.0,18.6,29.2,Clay,Rice,Growth,Monsoon,49363.0
8.39,31.3,51.8,23.9,9.9,Loamy,Sugarcane,Growth,Monsoon,280348.7
5.75,22.9,58.0,0.0,18.8,Silty,Rice,Harvest,Winter,142724.1
7.37,30.5,75.1,13.4,24.5,Clay,Sugarcane,Flowering,Monsoon,235566.7
7.66,38.0,66.5,0.0,17.0,Loamy,Cotton,Seedling,Summer,188145.9
2.08,25.3,71.4,0.0,28.3,Loamy,Cotton,Seedling,Summer,48713.4
3.16,28.8,63.3,22.7,10.5,Loamy,Wheat,Growth,Monsoon,62909.8
2.15,45.0,50.2,8.0,4.6,Silty,Maize,Flowering,Summer,67238.4
8.61,42.9,70.4,6.1,9.9,Sandy,Wheat,Harvest,Summer,207510.4
6.02,34.5,69.4,13.9,23.5,Loamy,Wheat,Growth,Monsoon,144018.6
8.81,27.9,37.8,9.4,0.2,Sandy,Maize,Growth,Winter,266234.2
1.66,29.5,50.1,1.5,26.4,Sandy,Sugarcane,Flowering,Winter,82099.4
7.64,21.1,78.2,1.5,1.7,Loamy,Wheat,Harvest,Winter,156997.7
4.31,33.4,37.2,5.8,11.2,Loamy,Rice,Seedling,Summer,122789.7
4.15,30.6,53.3,24.5,13.4,Sandy,Cotton,Growth,Monsoon,107433.7
2.22,26.9,59.6,7.7,14.4,Loamy,Sugarcane,Growth,Winter,71738.5
9.47,22.2,51.4,11.8,12.0,Clay,Rice,Growth,Winter,249315.5
7.16,24.4,50.4,23.9,23.0,Sandy,Rice,Growth,Monsoon,243018.3
6.77,33.6,57.5,21.8,5.0,Sandy,Rice,Flowering,Monsoon,260614.3
7.07,26.3,42.0,10.5,8.1,Loamy,Rice,Seedling,Winter,193002.2
3.35,33.3,49.8,3.3,13.8,Loamy,Maize,Harvest,Monsoon,79964.2
6.25,39.0,32.6,14.3,25.8,Loamy,Rice,Growth,Summer,200805.9
7.23,19.8,33.8,1.9,3.3,Loamy,Rice,Flowering,Winter,245838.1
7.83,19.1,34.1,5.4,19.0,Loamy,Wheat,Growth,Winter,187288.3
7.7,24.6,54.8,15.4,18.5,Sandy,Wheat,Flowering,Monsoon,217145.8
4.94,33.7,45.7,2.5,8.2,Silty,Cotton,Flowering,Monsoon,137983.4
7.48,32.9,88.0,26.5,21.0,Clay,Wheat,Harvest,Monsoon,139104.2
7.99,42.6,49.2,0.0,14.5,Loamy,Maize,Flowering,Summer,251200.2
9.28,35.8,47.7,29.3,5.1,Loamy,Wheat,Growth,Monsoon,215424.3
8.76,38.2,50.6,0.0,10.6,Clay,Wheat,Flowering,Summer,213156.0
4.75,24.3,75.6,19.9,0.4,Loamy,Wheat,Growth,Monsoon,97234.1
9.26,38.2,45.4,15.2,17.8,Sandy,Cotton,Harvest,Summer,233655.0
4.25,27.5,67.8,15.0,24.9,Silty,Rice,Flowering,Monsoon,129680.2
4.59,37.3,76.0,11.2,19.4,Sandy,Wheat,Seedling,Summer,112602.7
0.97,31.7,44.9,5.8,5.3,Loamy,Maize,Harvest,Summer,22051.3
1.39,23.8,70.1,35.4,20.8,Clay,Rice,Growth,Monsoon,21618.8
4.88,34.9,68.5,5.3,22.5,Sandy,Sugarcane,Harvest,Monsoon,162533.8
8.77,31.6,45.4,17.3,21.4,Silty,Rice,Seedling,Winter,230033.2
5.94,31.8,52.3,0.0,12.8,Loamy,Wheat,Seedling,Summer,136426.3
2.45,37.5,51.7,1.2,19.3,Silty,Maize,Seedling,Summer,63167.3
9.67,27.2,57.6,11.0,27.0,Silty,Rice,Growth,Winter,283075.5
4.87,27.7,20.0,8.2,15.7,Clay,Sugarcane,Seedling,Winter,129951.4
4.51,31.0,76.0,17.1,1.4,Silty,Sugarcane,Seedling,Monsoon,121881.6
5.0,31.7,65.3,11.0,0.6,Sandy,Sugarcane,Growth,Winter,195422.6
2.14,34.2,93.3,18.7,9.2,Silty,Rice,Harvest,Monsoon,45560.5
2.1,28.4,35.3,16.5,23.9,Clay,Cotton,Flowering,Winter,48108.2
4.76,40.2,76.3,6.1,6.8,Loamy,Sugarcane,Seedling,Summer,147133.4
3.17,20.2,58.4,13.5,22.0,Silty,Rice,Seedling,Winter,75569.2
9.8,32.0,43.9,12.9,9.4,Silty,Wheat,Seedling,Summer,209942.8
4.21,20.0,52.5,18.9,18.1,Sandy,Cotton,Growth,Winter,105481.0
5.03,34.6,65.8,0.0,19.1,Sandy,Maize,Growth,Summer,161664.1
4.83,39.1,64.2,25.5,1.5,Clay,Rice,Harvest,Monsoon,106780.9
8.51,27.8,42.0,0.0,20.4,Clay,Wheat,Harvest,Winter,169455.8
5.76,37.9,41.5,10.0,20.8,Silty,Cotton,Seedling,Summer,135117.6
9.41,24.1,60.0,12.7,0.3,Silty,Maize,Seedling,Summer,212348.0
7.13,38.3,75.5,11.4,0.6,Loamy,Maize,Harvest,Monsoon,162965.3
7.65,35.5,56.7,5.8,8.0,Clay,Cotton,Growth,Winter,178881.3
2.51,28.7,33.9,5.9,6.3,Clay,Sugarcane,Seedling,Winter,66186.8
5.71,36.3,58.7,0.0,27.3,Silty,Rice,Seedling,Summer,157890.9
7.83,30.3,32.2,4.5,9.9,Silty,Cotton,Seedling,Winter,180910.2
4.18,32.0,45.5,2.9,15.5,Clay,Sugarcane,Seedling,Summer,113178.4
7.55,22.2,56.5,0.0,25.4,Silty,Cotton,Growth,Winter,187976.7
1.82,34.4,45.1,0.0,22.9,Sandy,Cotton,Harvest,Summer,52877.2
6.99,19.9,64.7,6.5,5.6,Sandy,Rice,Harvest,Winter,198234.7
7.75,36.8,55.5,26.6,28.3,Loamy,Cotton,Seedling,Monsoon,179250.3
6.89,26.1,79.0,3.1,14.7,Loamy,Sugarcane,Flowering,Monsoon,261509.7
9.67,35.5,39.2,16.0,27.7,Clay,Maize,Flowering,Summer,250499.1
2.13,34.4,64.0,21.9,21.5,Loamy,Rice,Growth,Monsoon,58276.4
9.6,22.2,30.2,3.6,10.8,Clay,Sugarcane,Seedling,Winter,254160.3
9.94,27.7,73.9,30.0,24.6,Clay,Wheat,Seedling,Monsoon,192196.0
3.99,17.6,57.8,18.6,15.4,Silty,Wheat,Seedling,Monsoon,73423.5
7.13,36.4,54.3,8.2,14.0,Sandy,Sugarcane,Harvest,Monsoon,236622.1
5.27,31.3,59.6,0.0,20.3,Silty,Cotton,Seedling,Summer,123197.4
1.48,24.3,83.4,6.7,17.4,Loamy,Cotton,Seedling,Monsoon,27674.0
3.62,43.0,40.4,7.0,18.0,Loamy,Sugarcane,Flowering,Summer,152000.8
0.9,36.1,55.2,14.2,16.2,Sandy,Sugarcane,Growth,Summer,33702.2
4.32,36.1,96.3,9.0,23.1,Silty,Cotton,Flowering,Monsoon,113777.2
7.65,32.7,48.4,3.7,4.4,Silty,Cotton,Growth,Summer,192666.3
6.6,23.5,45.2,4.5,28.1,Sandy,Cotton,Harvest,Winter,164977.3
8.66,35.2,54.7,0.0,4.0,Sandy,Cotton,Growth,Summer,263811.9
8.49,31.1,38.3,0.0,29.8,Clay,Wheat,Flowering,Summer,206889.4
3.17,28.2,40.7,14.5,18.9,Loamy,Maize,Flowering,Summer,87502.4
9.98,32.5,49.4,25.0,22.1,Silty,Wheat,Flowering,Monsoon,243142.2
2.04,25.1,54.4,15.5,17.6,Loamy,Wheat,Harvest,Winter,36550.3
3.96,39.5,80.0,0.0,24.5,Sandy,Wheat,Harvest,Summer,99775.1
6.67,22.8,83.6,5.1,8.8,Clay,Maize,Growth,Winter,151440.4
8.52,28.3,78.0,22.4,7.7,Sandy,Cotton,Harvest,Monsoon,199123.4
8.0,33.4,32.9,0.0,26.2,Silty,Cotton,Growth,Winter,209234.2
1.63,15.0,42.4,20.1,28.2,Clay,Sugarcane,Growth,Monsoon,35891.5
9.99,39.8,50.5,7.2,12.1,Clay,Cotton,Harvest,Summer,208240.1
3.2,39.5,64.4,0.0,27.3,Loamy,Wheat,Seedling,Summer,79530.8
9.54,32.6,38.3,0.2,5.0,Clay,Cotton,Growth,Summer,225559.8
0.61,15.0,73.3,14.8,12.2,Loamy,Maize,Harvest,Winter,10449.5
6.3,27.9,95.6,9.4,19.7,Loamy,Cotton,Growth,Monsoon,155709.3
2.55,29.0,35.1,12.2,21.3,Clay,Cotton,Growth,Monsoon,57569.7
4.04,28.5,57.6,5.3,7.6,Loamy,Rice,Flowering,Winter,136137.4
9.0,37.8,55.7,0.0,22.9,Sandy,Wheat,Growth,Summer,260279.3
4.32,34.4,55.6,5.1,8.9,Clay,Sugarcane,Growth,Summer,129002.4
8.48,30.0,59.4,23.5,19.8,Sandy,Maize,Seedling,Monsoon,221937.0
2.57,27.1,68.0,6.0,17.2,Silty,Wheat,Harvest,Summer,50174.9
1.76,25.9,54.6,14.4,8.9,Loamy,Maize,Seedling,Monsoon,34666.8
3.63,36.6,62.0,17.8,5.5,Silty,Wheat,Seedling,Monsoon,73720.7
5.92,30.3,49.3,8.5,28.3,Clay,Wheat,Seedling,Winter,121257.7
6.67,24.2,43.5,7.4,0.1,Clay,Maize,Growth,Winter,154115.0
6.47,30.1,54.9,12.9,17.2,Clay,Wheat,Flowering,Summer,147479.1
8.57,38.6,40.2,18.3,9.2,Silty,Rice,Growth,Summer,252750.3
3.52,31.8,35.7,0.0,2.9,Sandy,Sugarcane,Harvest,Summer,119672.7
5.21,23.4,73.5,28.2,29.1,Sandy,Wheat,Harvest,Monsoon,105021.3
1.32,30.2,55.6,31.8,25.0,Sandy,Cotton,Growth,Monsoon,20616.4
5.4,37.1,51.1,7.2,8.9,Loamy,Maize,Flowering,Summer,162813.2
3.11,23.4,70.0,6.7,0.8,Clay,Wheat,Growth,Winter,60067.8
3.49,29.3,77.6,0.0,20.8,Clay,Sugarcane,Flowering,Summer,113962.3
1.22,35.1,72.3,37.5,16.7,Silty,Rice,Harvest,Monsoon,19184.5
7.1,32.4,74.3,28.6,10.4,Silty,Maize,Harvest,Monsoon,148133.5
2.33,33.9,56.3,0.0,0.0,Silty,Cotton,Seedling,Winter,54796.5
7.42,33.3,37.7,18.7,7.8,Clay,Maize,Growth,Summer,173118.9
6.22,36.4,47.8,0.0,1.5,Sandy,Cotton,Growth,Summer,192558.0
8.98,35.3,47.3,0.0,9.4,Silty,Rice,Growth,Summer,272200.5
6.24,27.0,62.3,20.6,6.3,Clay,Sugarcane,Growth,Monsoon,174121.6
7.79,29.0,63.7,14.1,11.2,Clay,Maize,Seedling,Monsoon,166038.1
6.77,27.2,62.8,15.2,10.1,Clay,Maize,Harvest,Monsoon,136687.0
7.24,41.2,66.1,0.0,10.3,Clay,Wheat,Growth,Summer,164951.9
1.03,30.6,39.7,4.9,27.2,Sandy,Sugarcane,Harvest,Summer,37175.5
0.9,31.0,83.7,17.8,29.8,Sandy,Cotton,Growth,Monsoon,14602.2
0.89,28.6,45.2,12.5,21.7,Silty,Wheat,Seedling,Monsoon,16242.1
1.37,25.9,70.2,16.5,11.7,Sandy,Rice,Flowering,Monsoon,34808.8
5.6,29.2,69.0,24.2,5.6,Sandy,Rice,Harvest,Monsoon,151960.7
0.81,29.3,56.8,0.0,4.8,Sandy,Maize,Growth,Winter,24389.4
6.21,22.5,34.7,12.3,8.4,Clay,Rice,Growth,Winter,161895.9
9.23,33.6,71.9,11.4,8.7,Sandy,Cotton,Flowering,Summer,295497.7
7.43,28.6,95.4,12.1,12.2,Clay,Wheat,Growth,Monsoon,154299.2
3.6,30.4,64.2,20.4,7.0,Sandy,Wheat,Harvest,Monsoon,73359.7
1.2,29.2,72.5,9.9,13.5,Loamy,Sugarcane,Harvest,Monsoon,29253.9
0.96,35.6,46.6,6.4,11.9,Clay,Rice,Flowering,Summer,30720.8
0.92,23.0,60.9,14.9,25.1,Sandy,Rice,Growth,Monsoon,19140.7
6.07,25.8,71.6,23.2,24.2,Loamy,Rice,Growth,Monsoon,174979.2
3.97,31.5,41.4,0.0,13.8,Silty,Cotton,Harvest,Summer,89733.9
7.11,17.1,50.9,8.9,19.5,Loamy,Sugarcane,Seedling,Winter,209931.7
0.97,28.6,64.1,25.8,27.5,Clay,Maize,Flowering,Monsoon,15604.6
2.95,20.8,69.9,3.8,4.1,Silty,Maize,Flowering,Winter,71664.5
7.09,25.3,56.5,0.0,3.6,Clay,Maize,Flowering,Winter,180429.5
5.53,22.5,71.9,0.0,22.9,Clay,Sugarcane,Growth,Winter,161348.5
8.74,31.3,51.1,27.9,1.6,Clay,Sugarcane,Seedling,Monsoon,223328.4
2.73,29.8,62.5,10.0,4.2,Clay,Rice,Harvest,Winter,59838.6
0.6,26.9,43.4,0.0,0.5,Loamy,Maize,Seedling,Winter,13872.6
3.98,30.3,64.3,6.3,6.0,Sandy,Rice,Harvest,Winter,114875.1
2.69,28.6,60.1,16.4,12.7,Silty,Cotton,Harvest,Monsoon,52373.3
5.93,25.0,57.9,9.5,2.3,Loamy,Cotton,Flowering,Winter,158332.2
3.42,29.2,88.5,32.7,11.0,Sandy,Maize,Harvest,Monsoon,67044.4
6.04,23.4,48.7,1.0,28.0,Sandy,Cotton,Harvest,Winter,152294.8
4.63,38.9,53.7,15.4,9.9,Sandy,Cotton,Growth,Monsoon,135670.4
2.35,27.0,46.0,0.0,18.8,Clay,Sugarcane,Seedling,Winter,63689.9
4.06,28.1,52.9,5.6,14.3,Clay,Rice,Flowering,Winter,118352.5
2.82,43.3,52.4,1.5,5.6,Sandy,Cotton,Flowering,Summer,106940.0
4.61,37.0,78.6,12.8,21.0,Loamy,Wheat,Growth,Summer,110008.7
5.87,31.1,49.0,7.2,26.1,Loamy,Maize,Growth,Winter,160456.3
7.75,34.8,37.3,0.0,17.8,Loamy,Maize,Growth,Winter,218719.1
4.67,36.7,33.0,0.0,6.7,Silty,Wheat,Seedling,Summer,107267.3
1.8,32.7,82.9,19.8,2.0,Loamy,Wheat,Growth,Monsoon,29753.1
5.4,40.5,74.7,20.6,14.8,Sandy,Cotton,Growth,Winter,153314.6
8.95,36.8,33.6,11.8,9.8,Silty,Maize,Growth,Summer,232919.3
9.02,26.0,64.0,0.6,13.1,Sandy,Wheat,Growth,Summer,246163.6
1.68,34.0,35.3,3.7,20.2,Loamy,Sugarcane,Growth,Summer,64554.5
9.18,28.7,34.0,7.8,6.1,Sandy,Sugarcane,Seedling,Winter,325334.9
9.57,32.3,39.5,19.2,0.1,Silty,Rice,Growth,Winter,276774.2
4.1,36.6,43.4,11.0,18.7,Silty,Wheat,Flowering,Summer,106271.9
1.31,29.4,29.5,4.2,26.9,Silty,Rice,Harvest,Summer,35698.4
5.0,26.6,34.2,4.7,12.6,Silty,Cotton,Seedling,Winter,114153.1
8.5,25.4,47.8,17.1,5.7,Silty,Sugarcane,Flowering,Winter,297149.0
9.49,31.9,82.7,24.5,8.0,Clay,Cotton,Growth,Monsoon,208624.2
1.49,42.7,47.2,0.0,17.2,Silty,Cotton,Seedling,Summer,42870.9
2.95,27.5,61.0,19.9,22.2,Silty,Maize,Seedling,Monsoon,61137.2
8.73,27.8,43.9,25.2,26.2,Silty,Wheat,Growth,Monsoon,195272.4
1.75,39.1,61.4,4.0,11.4,Loamy,Rice,Growth,Summer,59213.1
7.33,27.1,35.4,21.1,26.0,Sandy,Maize,Flowering,Monsoon,238663.1
5.84,23.1,50.4,6.4,21.0,Loamy,Sugarcane,Harvest,Winter,164141.6
7.54,37.1,57.5,0.0,27.5,Clay,Maize,Growth,Summer,187113.4
