Land_Area_acres,Temperature_C,Humidity_pct,Rainfall_mm,WindSpeed_kmph,Soil_Type,Crop_Type,Crop_Stage,Season,Water_Required_Litres
3.15,27.6,52.7,2.7,4.5,Clay,Rice,Seedling,Winter,89.4
6.21,29.4,29.0,7.9,16.5,Silty,Rice,Harvest,Winter,196.4
3.52,37.6,41.9,9.3,23.9,Loamy,Sugarcane,Growth,Summer,224.8
9.83,37.7,52.1,13.2,28.5,Sandy,Rice,Flowering,Summer,774.6
5.58,15.0,58.0,3.1,5.7,Loamy,Cotton,Growth,Winter,159.4
9.86,25.2,66.1,3.3,18.4,Clay,Maize,Harvest,Winter,187.4
8.24,35.5,32.9,0.0,5.4,Clay,Sugarcane,Harvest,Summer,270.3
1.17,35.7,57.2,0.0,11.8,Sandy,Wheat,Seedling,Summer,51.5
9.42,34.8,34.6,0.2,15.5,Silty,Rice,Flowering,Summer,533.7
4.32,33.7,54.4,0.0,14.6,Sandy,Maize,Growth,Winter,227.4
4.24,33.8,43.9,13.5,19.5,Silty,Rice,Growth,Winter,186.7
1.53,15.0,46.5,6.7,16.2,Sandy,Rice,Growth,Winter,57.1
8.71,30.0,76.5,10.1,27.5,Loamy,Rice,Flowering,Monsoon,504.6
2.84,24.7,44.6,11.0,10.6,Clay,Cotton,Harvest,Winter,40.1
6.19,41.1,41.0,8.7,23.6,Silty,Wheat,Flowering,Summer,224.3
0.64,22.7,56.0,2.4,9.4,Clay,Maize,Flowering,Winter,6.6
7.1,29.1,54.3,8.5,24.3,Clay,Sugarcane,Growth,Summer,314.5
8.14,34.7,50.9,12.1,28.2,Silty,Wheat,Seedling,Summer,176.8
1.39,24.8,63.2,0.0,12.4,Loamy,Cotton,Flowering,Winter,47.0
1.0,28.0,49.5,6.3,2.3,Silty,Rice,Harvest,Winter,22.7
8.93,32.2,78.9,22.5,19.0,Clay,Maize,Flowering,Monsoon,267.0
3.17,26.9,90.5,25.7,24.0,Loamy,Cotton,Flowering,Monsoon,65.1
7.51,22.0,52.6,4.2,2.3,Loamy,Cotton,Seedling,Winter,191.5
8.98,37.5,68.4,27.0,6.4,Silty,Wheat,Flowering,Monsoon,250.2
6.48,35.3,80.9,0.9,22.4,Sandy,Sugarcane,Seedling,Winter,412.5
8.44,30.4,61.3,0.0,8.5,Clay,Maize,Seedling,Summer,190.2
2.83,25.9,33.5,4.5,26.1,Silty,Rice,Flowering,Winter,156.4
7.14,32.1,71.1,17.1,7.8,Silty,Maize,Flowering,Monsoon,255.6
4.47,26.5,52.5,0.0,19.3,Sandy,Rice,Flowering,Winter,351.2
7.83,20.1,53.2,13.4,9.8,Sandy,Wheat,Seedling,Winter,202.4
3.5,22.4,57.5,6.2,8.1,Loamy,Cotton,Seedling,Winter,77.8
7.04,16.3,47.5,2.5,29.7,Loamy,Rice,Flowering,Winter,403.1
9.37,41.2,44.7,5.7,10.3,Loamy,Cotton,Seedling,Summer,277.9
8.57,45.0,51.2,0.0,22.9,Loamy,Wheat,Growth,Summer,298.1
8.86,39.4,52.1,0.0,21.2,Clay,Wheat,Flowering,Summer,264.9
6.27,30.9,39.7,9.9,27.7,Loamy,Wheat,Growth,Winter,190.0
6.22,25.3,53.5,3.7,16.2,Silty,Sugarcane,Harvest,Winter,229.2
5.54,33.1,54.0,0.0,25.7,Silty,Sugarcane,Growth,Summer,314.9
7.4,30.3,81.3,23.8,2.1,Clay,Maize,Flowering,Monsoon,201.4
4.34,37.2,64.0,18.6,13.5,Silty,Maize,Harvest,Monsoon,91.2
1.99,22.9,36.8,0.0,27.4,Clay,Rice,Harvest,Winter,54.7
3.89,27.1,52.2,2.6,17.4,Sandy,Wheat,Seedling,Winter,118.6
5.11,31.3,62.5,6.3,27.3,Clay,Maize,Growth,Monsoon,143.7
6.02,36.2,55.6,23.7,16.0,Clay,Sugarcane,Growth,Monsoon,252.5
6.33,39.2,67.0,4.4,8.1,Clay,Wheat,Seedling,Summer,118.6
5.95,45.0,68.3,0.0,22.5,Sandy,Rice,Seedling,Summer,344.7
2.22,35.3,32.7,10.2,19.5,Clay,Cotton,Flowering,Summer,77.9
9.31,31.8,68.6,10.7,29.5,Clay,Sugarcane,Flowering,Winter,495.2
5.09,28.5,51.4,0.1,12.6,Loamy,Rice,Growth,Summer,257.1
1.51,34.4,85.7,12.1,5.8,Sandy,Rice,Harvest,Monsoon,46.5
1.26,30.4,71.4,25.7,1.4,Clay,Maize,Seedling,Monsoon,5.0
8.17,30.4,66.9,0.0,8.0,Sandy,Cotton,Harvest,Winter,258.4
0.73,30.9,73.8,5.8,4.2,Loamy,Maize,Harvest,Winter,7.9
8.45,30.0,66.9,4.2,1.1,Sandy,Sugarcane,Seedling,Winter,513.0
4.59,30.9,97.6,3.6,4.9,Silty,Rice,Seedling,Monsoon,149.9
0.87,23.2,60.9,14.3,15.1,Silty,Sugarcane,Seedling,Winter,11.6
7.4,31.5,68.0,15.5,13.9,Clay,Maize,Flowering,Monsoon,227.1
4.82,29.1,47.0,5.5,6.8,Loamy,Sugarcane,Harvest,Winter,197.5
8.77,19.4,31.4,17.0,27.9,Sandy,Rice,Growth,Winter,530.5
7.55,20.9,31.6,3.2,25.6,Silty,Wheat,Growth,Winter,200.4
7.82,34.4,65.4,21.4,6.4,Silty,Cotton,Growth,Monsoon,216.9
0.75,28.8,50.6,4.6,4.6,Clay,Maize,Flowering,Winter,17.6
2.99,27.3,72.5,0.0,23.7,Sandy,Sugarcane,Growth,Winter,229.9
5.53,19.0,64.8,9.4,24.6,Loamy,Rice,Growth,Winter,244.0
8.51,22.8,49.7,6.6,11.6,Loamy,Wheat,Seedling,Winter,188.0
5.67,32.1,55.1,0.0,7.7,Sandy,Cotton,Harvest,Summer,186.1
8.87,41.7,66.1,0.0,21.1,Loamy,Rice,Harvest,Summer,329.7
9.82,29.9,73.0,12.1,14.5,Sandy,Rice,Growth,Monsoon,607.2
4.73,28.0,69.0,4.2,28.9,Clay,Sugarcane,Harvest,Monsoon,146.5
9.75,20.8,59.3,10.2,28.0,Clay,Wheat,Harvest,Winter,139.7
1.59,34.5,50.5,0.0,19.3,Silty,Sugarcane,Flowering,Summer,123.0
1.46,28.2,60.5,0.1,18.2,Silty,Sugarcane,Flowering,Winter,95.8
2.32,24.2,59.3,9.2,27.8,Clay,Sugarcane,Growth,Winter,90.9
6.96,34.9,54.6,25.6,27.0,Sandy,Wheat,Growth,Monsoon,239.4
9.75,30.0,82.2,21.7,20.3,Sandy,Cotton,Flowering,Monsoon,467.2
7.27,33.0,38.4,0.0,24.3,Silty,Rice,Harvest,Summer,243.4
7.42,29.8,56.8,26.4,27.3,Loamy,Maize,Harvest,Monsoon,168.9
1.22,36.5,25.0,20.8,18.3,Silty,Wheat,Growth,Summer,28.2
8.14,30.3,58.5,29.5,20.5,Sandy,Sugarcane,Growth,Monsoon,575.6
5.7,36.0,85.4,26.6,21.9,Clay,Rice,Growth,Monsoon,184.4
0.75,25.5,61.9,28.4,7.9,Loamy,Maize,Growth,Monsoon,5.0
4.37,28.1,45.1,6.1,29.9,Clay,Sugarcane,Growth,Winter,198.2
3.2,32.8,72.4,12.0,11.6,Sandy,Cotton,Harvest,Summer,84.5
7.58,37.9,65.2,6.1,15.0,Loamy,Cotton,Growth,Summer,271.5
1.83,30.4,77.7,9.2,28.5,Loamy,Cotton,Flowering,Monsoon,61.8
1.49,30.7,76.5,31.0,1.2,Silty,Maize,Flowering,Monsoon,5.0
5.5,31.1,61.2,9.7,25.8,Loamy,Maize,Seedling,Summer,159.5
1.74,28.0,77.7,15.8,12.1,Silty,Rice,Flowering,Monsoon,53.5
8.08,20.6,75.7,19.7,14.0,Silty,Wheat,Growth,Monsoon,166.4
3.38,41.2,43.2,28.3,28.2,Sandy,Sugarcane,Growth,Monsoon,248.4
1.13,27.1,53.1,0.0,18.9,Silty,Maize,Flowering,Winter,48.4
6.6,40.3,43.2,0.0,0.2,Sandy,Maize,Harvest,Summer,246.5
2.97,21.8,20.0,0.0,16.0,Silty,Rice,Growth,Winter,136.9
5.68,35.5,62.1,11.0,1.4,Loamy,Wheat,Flowering,Summer,189.0
6.26,35.0,95.0,23.5,10.9,Silty,Cotton,Seedling,Monsoon,125.5
4.18,24.0,34.0,0.0,24.2,Silty,Rice,Harvest,Summer,135.8
4.53,24.1,56.6,4.7,23.0,Sandy,Rice,Seedling,Winter,223.7
3.28,27.3,62.8,0.0,19.8,Sandy,Wheat,Growth,Winter,127.1
9.44,21.0,48.5,17.5,20.2,Loamy,Sugarcane,Harvest,Winter,369.3
1.2,24.2,73.0,3.4,27.4,Clay,Cotton,Flowering,Winter,25.9
2.35,36.7,65.6,17.3,14.6,Silty,Rice,Seedling,Monsoon,72.6
6.74,31.3,60.7,0.0,22.7,Loamy,Wheat,Seedling,Summer,169.5
8.69,28.2,32.0,5.6,22.5,Sandy,Wheat,Growth,Winter,345.1
4.91,20.6,37.8,18.4,19.2,Clay,Wheat,Seedling,Winter,65.9
9.32,30.3,45.4,0.0,1.3,Sandy,Cotton,Seedling,Summer,342.5
3.97,37.4,94.8,22.6,25.9,Sandy,Rice,Growth,Monsoon,217.9
0.5,30.0,42.7,17.2,26.0,Clay,Wheat,Growth,Winter,5.0
0.99,45.0,55.7,5.2,29.6,Sandy,Sugarcane,Growth,Summer,120.3
9.43,39.7,35.7,0.0,5.0,Silty,Maize,Seedling,Summer,274.5
3.81,35.0,83.0,24.3,16.8,Clay,Rice,Growth,Monsoon,114.0
4.82,32.8,43.8,9.7,25.5,Loamy,Cotton,Harvest,Summer,120.4
2.56,23.9,66.3,14.1,17.5,Clay,Wheat,Harvest,Monsoon,21.8
6.63,21.5,40.7,14.3,23.1,Loamy,Wheat,Flowering,Winter,205.7
3.95,33.6,48.5,19.8,29.0,Loamy,Maize,Harvest,Monsoon,94.3
6.72,23.2,63.0,22.5,18.0,Silty,Maize,Harvest,Monsoon,127.1
3.97,33.7,47.3,0.7,12.3,Silty,Cotton,Seedling,Summer,109.7
9.82,37.4,37.7,17.5,17.0,Loamy,Rice,Growth,Monsoon,487.7
4.91,35.1,46.8,11.4,2.9,Silty,Maize,Seedling,Monsoon,127.1
8.19,42.0,53.9,15.3,8.4,Silty,Cotton,Harvest,Monsoon,180.0
3.07,25.5,54.3,5.6,26.1,Clay,Wheat,Harvest,Winter,44.3
3.79,37.5,29.6,14.9,0.6,Sandy,Cotton,Seedling,Monsoon,134.5
3.88,35.1,78.4,13.4,8.6,Loamy,Maize,Harvest,Summer,87.2
3.55,31.2,32.6,0.0,27.1,Silty,Sugarcane,Seedling,Summer,169.9
7.17,44.1,61.8,34.7,21.9,Sandy,Rice,Flowering,Monsoon,515.5
7.1,36.7,81.8,16.6,21.1,Silty,Cotton,Flowering,Monsoon,248.2
7.95,32.0,72.9,21.0,27.3,Sandy,Cotton,Seedling,Monsoon,258.9
4.23,27.4,67.6,15.2,1.5,Silty,Sugarcane,Harvest,Monsoon,135.4
9.03,16.8,33.1,3.1,13.7,Loamy,Rice,Growth,Winter,433.1
3.67,31.7,32.2,8.4,23.5,Sandy,Rice,Harvest,Summer,173.5
2.87,29.2,44.6,22.8,20.2,Sandy,Maize,Growth,Monsoon,100.4
0.93,35.5,52.2,7.0,26.3,Clay,Wheat,Growth,Summer,28.9
9.85,18.7,75.9,4.4,22.5,Clay,Sugarcane,Flowering,Winter,505.2
9.6,24.4,36.3,0.9,9.7,Clay,Cotton,Flowering,Winter,300.2
0.73,29.5,50.9,0.0,29.0,Clay,Cotton,Growth,Winter,29.0
6.75,29.2,37.3,6.9,1.6,Silty,Maize,Flowering,Winter,264.6
4.35,26.0,43.9,10.1,8.6,Silty,Wheat,Flowering,Winter,119.9
6.54,28.8,81.1,19.1,21.0,Silty,Rice,Flowering,Monsoon,311.3
6.83,27.4,52.3,10.1,1.2,Silty,Rice,Seedling,Winter,228.8
5.46,28.0,69.7,11.6,26.2,Silty,Maize,Flowering,Monsoon,199.9
2.05,28.8,58.1,19.4,5.7,Loamy,Maize,Seedling,Monsoon,31.3
6.35,17.6,74.5,16.7,15.6,Sandy,Sugarcane,Harvest,Monsoon,295.0
7.12,25.5,42.4,19.2,11.4,Silty,Cotton,Seedling,Winter,154.4
8.73,28.6,72.6,25.0,20.5,Silty,Sugarcane,Flowering,Monsoon,515.4
9.99,37.3,62.6,3.7,14.4,Loamy,Cotton,Harvest,Summer,251.8
1.27,29.4,41.8,11.0,13.8,Silty,Maize,Seedling,Monsoon,26.5
5.63,34.1,68.2,10.4,19.0,Loamy,Rice,Harvest,Summer,191.2
8.45,38.6,71.0,23.3,1.9,Clay,Rice,Flowering,Monsoon,351.3
3.53,22.5,47.5,9.2,18.8,Silty,Maize,Flowering,Winter,120.1
5.61,21.1,56.1,0.0,19.2,Clay,Cotton,Seedling,Winter,111.4
2.66,21.2,33.7,4.0,6.3,Loamy,Maize,Flowering,Winter,101.5
1.54,30.7,89.7,19.2,5.2,Loamy,Maize,Seedling,Monsoon,9.0
9.66,41.6,46.8,11.8,15.0,Sandy,Sugarcane,Growth,Summer,767.4
8.2,24.6,60.2,16.2,17.9,Clay,Wheat,Growth,Winter,158.2
5.21,40.3,53.9,8.0,7.7,Sandy,Wheat,Seedling,Summer,171.4
0.92,32.1,50.4,0.0,8.9,Loamy,Wheat,Flowering,Winter,43.3
6.96,35.4,75.6,34.7,26.6,Clay,Wheat,Growth,Summer,120.2
7.38,23.6,73.3,0.0,16.4,Clay,Rice,Growth,Winter,266.3
3.64,29.9,34.7,14.9,2.6,Loamy,Maize,Seedling,Summer,93.5
5.01,31.6,78.9,17.6,21.9,Silty,Cotton,Flowering,Monsoon,158.0
2.11,34.9,33.3,0.0,24.7,Loamy,Maize,Flowering,Summer,129.5
6.72,37.8,42.0,19.2,28.0,Loamy,Rice,Harvest,Summer,234.0
9.0,27.8,70.6,4.5,0.1,Silty,Cotton,Growth,Summer,264.9
5.0,32.0,75.2,17.8,11.2,Loamy,Wheat,Flowering,Monsoon,141.0
3.98,24.9,35.4,10.5,17.7,Sandy,Cotton,Growth,Winter,162.4
5.79,28.4,33.1,0.9,17.4,Sandy,Rice,Flowering,Summer,468.2
7.31,33.5,47.5,0.0,25.9,Loamy,Cotton,Seedling,Winter,221.4
4.88,35.0,62.1,12.0,8.7,Silty,Maize,Harvest,Monsoon,107.7
8.9,29.2,66.3,6.4,9.4,Silty,Sugarcane,Harvest,Winter,327.0
3.8,16.5,47.5,0.0,19.4,Silty,Cotton,Harvest,Winter,73.5
8.74,18.8,66.5,0.0,21.4,Loamy,Wheat,Growth,Winter,243.9
3.25,35.0,52.9,0.0,17.2,Sandy,Sugarcane,Harvest,Summer,193.3
8.46,39.5,49.2,0.0,22.8,Silty,Cotton,Seedling,Summer,235.3
7.74,43.0,20.0,6.5,25.1,Clay,Rice,Growth,Summer,319.4
8.25,36.3,58.5,11.9,25.7,Sandy,Maize,Seedling,Summer,322.4
7.3,27.4,23.9,3.7,22.1,Loamy,Wheat,Flowering,Summer,274.4
2.78,37.7,50.9,9.2,21.1,Sandy,Rice,Seedling,Summer,154.0
2.31,18.3,46.6,0.0,7.9,Loamy,Maize,Seedling,Winter,54.8
6.59,22.9,28.3,0.0,7.0,Loamy,Wheat,Flowering,Winter,234.8
9.75,31.2,37.0,0.0,26.8,Silty,Sugarcane,Harvest,Summer,381.8
8.1,28.5,74.1,9.7,22.6,Clay,Sugarcane,Flowering,Winter,420.5
2.55,35.3,49.3,9.3,1.2,Sandy,Sugarcane,Growth,Summer,192.1
9.01,41.6,44.4,7.9,28.5,Sandy,Maize,Harvest,Summer,330.6
4.96,31.0,69.9,19.5,5.9,Loamy,Cotton,Growth,Monsoon,135.5
3.27,18.9,55.4,10.9,21.2,Clay,Wheat,Growth,Monsoon,48.5
7.07,37.8,47.1,4.1,4.8,Loamy,Wheat,Growth,Summer,223.9
2.37,33.0,67.2,14.8,28.2,Silty,Wheat,Growth,Monsoon,51.9
2.57,34.9,64.5,18.1,17.4,Silty,Rice,Seedling,Monsoon,78.2
9.99,25.1,61.6,8.1,27.7,Loamy,Cotton,Growth,Winter,334.5
2.89,19.3,64.6,0.0,17.0,Loamy,Maize,Seedling,Winter,71.7
3.16,33.7,42.9,0.0,5.7,Clay,Maize,Seedling,Summer,79.0
3.85,39.0,35.3,11.4,25.9,Loamy,Cotton,Harvest,Summer,105.7
5.33,20.4,51.1,28.4,21.9,Sandy,Maize,Growth,Monsoon,182.1
7.74,27.5,55.9,13.0,10.4,Loamy,Maize,Harvest,Monsoon,185.3
1.73,33.2,48.7,0.0,0.4,Clay,Rice,Harvest,Summer,49.2
8.8,28.6,42.8,0.1,11.8,Clay,Maize,Harvest,Summer,176.3
7.33,33.8,60.3,14.7,8.1,Loamy,Maize,Harvest,Winter,179.2
8.76,26.9,41.1,0.0,4.2,Sandy,Wheat,Flowering,Summer,409.1
8.28,26.8,54.0,6.8,19.1,Silty,Rice,Seedling,Monsoon,290.4
7.59,42.9,30.9,0.0,19.6,Sandy,Wheat,Harvest,Summer,246.6
6.77,29.1,31.0,10.5,0.8,Silty,Rice,Flowering,Winter,351.9
5.9,21.2,51.1,0.0,25.2,Silty,Wheat,Growth,Winter,154.4
0.72,26.8,46.9,17.8,6.7,Clay,Rice,Flowering,Winter,5.0
9.89,30.2,33.0,17.7,29.8,Loamy,Sugarcane,Seedling,Winter,466.9
3.78,24.6,62.2,34.2,1.3,Sandy,Maize,Harvest,Monsoon,59.3
5.57,35.9,53.9,26.0,21.8,Sandy,Wheat,Growth,Monsoon,183.9
9.92,32.0,48.0,0.0,8.3,Clay,Maize,Harvest,Summer,200.0
5.72,28.3,58.7,1.7,4.9,Clay,Wheat,Seedling,Summer,98.5
4.93,26.4,63.6,11.1,2.4,Sandy,Rice,Seedling,Monsoon,223.7
1.54,38.2,49.9,3.9,11.8,Silty,Wheat,Seedling,Winter,44.3
1.57,29.9,41.3,21.4,19.6,Sandy,Maize,Flowering,Monsoon,52.2
6.05,30.2,28.2,9.5,5.8,Sandy,Maize,Growth,Summer,288.3
9.99,26.2,40.7,2.7,21.4,Clay,Maize,Seedling,Winter,226.0
8.94,36.2,53.8,20.0,20.6,Loamy,Rice,Seedling,Summer,345.7
8.11,27.4,52.3,0.0,10.9,Clay,Cotton,Flowering,Winter,254.9
0.87,30.3,51.5,12.4,3.5,Sandy,Maize,Growth,Winter,15.7
3.78,34.0,48.5,6.4,10.5,Silty,Wheat,Harvest,Summer,72.9
5.0,32.5,76.4,21.0,3.1,Silty,Rice,Seedling,Monsoon,149.9
1.25,34.9,37.5,26.4,14.1,Sandy,Maize,Growth,Monsoon,27.6
7.64,30.9,71.8,11.0,12.7,Silty,Rice,Flowering,Monsoon,390.6
9.56,29.5,55.1,11.4,6.5,Sandy,Sugarcane,Growth,Winter,719.3
5.24,35.2,51.6,13.0,16.4,Silty,Maize,Growth,Summer,172.0
3.36,41.4,34.7,2.4,23.7,Clay,Cotton,Growth,Summer,115.5
3.52,37.0,35.8,6.1,27.9,Loamy,Rice,Seedling,Summer,158.9
9.47,30.5,78.5,8.3,0.8,Sandy,Wheat,Harvest,Monsoon,235.8
9.44,41.6,49.2,0.0,19.3,Clay,Maize,Seedling,Summer,232.3
3.69,21.8,72.6,15.3,4.5,Silty,Maize,Growth,Monsoon,78.9
3.33,26.2,42.3,0.0,14.4,Clay,Cotton,Harvest,Winter,62.6
8.48,28.2,20.6,0.0,1.1,Sandy,Wheat,Growth,Winter,342.0
7.14,27.4,59.6,13.4,14.1,Loamy,Sugarcane,Harvest,Winter,281.6
4.86,35.6,51.2,5.0,20.7,Loamy,Maize,Seedling,Summer,155.5
5.28,33.6,45.4,0.0,5.7,Sandy,Maize,Harvest,Summer,191.0
5.98,25.2,29.3,0.5,23.7,Clay,Rice,Harvest,Summer,162.0
6.61,43.1,63.9,14.3,29.0,Sandy,Wheat,Harvest,Summer,189.0
6.62,21.7,71.2,9.3,27.5,Clay,Cotton,Harvest,Winter,106.9
7.87,35.6,47.6,3.4,18.7,Loamy,Sugarcane,Harvest,Summer,341.3
9.03,42.4,50.1,3.4,15.9,Loamy,Wheat,Growth,Summer,297.5
8.25,27.2,53.9,10.3,19.3,Clay,Sugarcane,Seedling,Monsoon,287.4
8.02,29.9,38.8,12.8,0.8,Sandy,Maize,Seedling,Winter,293.7
6.95,33.6,48.7,1.4,1.4,Sandy,Maize,Flowering,Summer,415.8
8.97,22.7,47.7,8.0,17.2,Silty,Rice,Growth,Winter,386.1
2.98,26.4,51.9,10.0,19.1,Sandy,Sugarcane,Harvest,Winter,147.8
1.38,35.3,51.4,0.0,22.3,Silty,Cotton,Growth,Summer,62.5
4.42,29.9,67.5,32.9,13.5,Silty,Cotton,Seedling,Monsoon,68.4
9.75,34.0,37.6,7.8,0.7,Sandy,Maize,Growth,Winter,474.4
8.34,22.9,42.2,10.1,13.4,Loamy,Wheat,Flowering,Winter,273.2
1.0,26.8,65.3,30.2,1.1,Loamy,Cotton,Seedling,Monsoon,5.0
2.52,23.6,65.4,14.8,14.2,Silty,Wheat,Flowering,Winter,40.1
9.45,16.6,50.2,16.8,29.4,Clay,Maize,Growth,Winter,234.0
6.19,29.0,50.4,9.2,1.3,Sandy,Wheat,Harvest,Summer,152.5
5.63,39.9,58.5,9.0,4.3,Sandy,Cotton,Growth,Summer,259.2
8.55,32.6,34.8,0.0,18.4,Clay,Maize,Harvest,Winter,179.1
7.19,33.8,69.9,13.0,26.6,Clay,Rice,Seedling,Monsoon,209.4
5.24,24.7,61.8,0.0,23.5,Silty,Sugarcane,Seedling,Winter,223.8
4.62,27.6,79.5,29.5,29.6,Clay,Wheat,Harvest,Monsoon,43.9
1.49,24.2,71.5,6.4,21.7,Sandy,Wheat,Flowering,Winter,37.2
8.59,23.9,41.7,10.6,4.3,Sandy,Cotton,Flowering,Winter,428.8
4.14,33.9,34.7,27.8,26.9,Loamy,Cotton,Harvest,Monsoon,85.6
9.8,20.0,57.5,15.2,1.9,Sandy,Wheat,Growth,Winter,318.0
5.64,28.0,67.3,15.6,6.7,Loamy,Sugarcane,Growth,Monsoon,302.8
4.09,26.7,52.3,11.2,25.4,Silty,Sugarcane,Flowering,Monsoon,248.9
2.62,25.8,67.6,15.6,15.9,Loamy,Maize,Growth,Monsoon,62.7
7.25,37.2,62.3,5.5,17.8,Clay,Cotton,Flowering,Summer,236.0
1.99,32.7,73.1,1.2,23.7,Loamy,Rice,Harvest,Summer,73.7
5.17,26.3,83.2,20.3,18.3,Sandy,Rice,Seedling,Monsoon,218.8
4.09,29.2,37.3,0.0,4.8,Silty,Wheat,Flowering,Winter,138.9
8.55,20.9,26.2,0.7,6.6,Silty,Maize,Seedling,Winter,226.1
6.47,23.8,29.3,10.8,17.2,Clay,Wheat,Growth,Winter,134.4
7.59,25.4,95.2,2.0,18.1,Sandy,Cotton,Seedling,Winter,253.6
9.99,21.1,40.7,15.5,12.1,Silty,Wheat,Growth,Winter,237.4
7.03,31.8,88.4,10.0,10.3,Loamy,Rice,Harvest,Monsoon,228.8
0.66,30.7,58.3,26.4,15.8,Clay,Cotton,Harvest,Monsoon,5.0
9.47,36.1,38.6,12.5,23.0,Loamy,Wheat,Flowering,Summer,347.8
8.19,37.6,66.6,0.0,7.5,Silty,Rice,Growth,Summer,379.6
2.39,20.7,43.3,3.6,19.5,Silty,Wheat,Flowering,Winter,63.8
0.72,26.7,78.5,10.1,10.7,Sandy,Rice,Harvest,Winter,5.0
5.33,25.9,37.3,7.4,0.0,Silty,Wheat,Flowering,Winter,154.9
5.1,23.8,44.5,17.3,11.8,Clay,Wheat,Growth,Monsoon,88.2
9.98,27.9,45.2,26.2,14.2,Sandy,Maize,Seedling,Summer,345.2
8.39,31.1,85.5,8.4,19.2,Loamy,Maize,Growth,Monsoon,297.1
4.46,33.0,56.1,27.3,4.9,Clay,Maize,Harvest,Monsoon,65.2
5.0,35.1,44.4,10.5,2.4,Silty,Rice,Harvest,Summer,154.2
3.41,26.4,91.0,25.5,17.6,Silty,Sugarcane,Growth,Monsoon,129.5
9.1,26.7,82.8,33.2,13.4,Loamy,Cotton,Harvest,Monsoon,172.0
5.04,20.5,49.9,5.1,6.7,Clay,Rice,Flowering,Winter,204.5
3.77,28.0,56.6,9.2,19.4,Loamy,Sugarcane,Flowering,Summer,255.2
8.08,30.1,70.2,0.0,5.4,Loamy,Sugarcane,Harvest,Monsoon,335.7
3.94,26.9,57.2,0.0,0.4,Silty,Cotton,Growth,Summer,116.1
6.25,32.8,40.2,0.1,12.0,Silty,Wheat,Growth,Winter,182.6
7.02,29.9,68.9,19.7,26.0,Silty,Cotton,Growth,Monsoon,193.9
6.3,33.9,66.4,19.0,28.3,Clay,Sugarcane,Growth,Monsoon,269.4
8.43,34.5,61.0,0.0,4.4,Clay,Rice,Flowering,Summer,385.5
7.81,27.3,67.3,31.6,19.5,Silty,Wheat,Seedling,Monsoon,125.9
1.75,24.6,49.9,24.8,9.5,Silty,Wheat,Flowering,Monsoon,5.0
1.08,27.8,85.5,11.7,24.6,Sandy,Maize,Harvest,Monsoon,12.0
5.4,21.9,20.0,0.0,19.1,Sandy,Cotton,Harvest,Winter,176.9
4.31,16.4,58.6,3.1,5.0,Clay,Sugarcane,Seedling,Winter,134.9
1.56,21.9,47.0,7.0,10.2,Clay,Rice,Harvest,Winter,29.1
1.99,23.9,50.4,20.5,14.2,Sandy,Wheat,Harvest,Monsoon,16.0
2.38,32.1,52.7,5.7,20.7,Sandy,Sugarcane,Harvest,Winter,132.9
4.45,31.9,71.7,23.3,22.4,Clay,Cotton,Harvest,Monsoon,63.1
5.06,28.8,71.6,0.0,13.9,Loamy,Wheat,Flowering,Winter,177.3
5.19,30.0,99.0,17.1,12.7,Sandy,Sugarcane,Seedling,Monsoon,278.1
4.23,28.3,56.5,1.2,18.3,Silty,Sugarcane,Flowering,Winter,275.2
7.07,30.9,98.7,0.0,17.9,Sandy,Rice,Growth,Summer,448.2
3.28,35.9,66.0,5.0,29.9,Clay,Rice,Seedling,Summer,105.2
3.79,29.0,40.4,4.4,5.4,Sandy,Cotton,Seedling,Winter,134.4
8.35,26.9,53.3,4.6,24.7,Clay,Sugarcane,Harvest,Winter,261.2
6.71,29.8,42.9,10.8,3.5,Sandy,Sugarcane,Flowering,Monsoon,604.3
3.47,31.7,79.3,17.9,29.6,Loamy,Maize,Growth,Monsoon,104.4
2.81,34.4,64.3,0.0,24.5,Sandy,Rice,Seedling,Monsoon,162.1
2.02,23.2,34.4,6.3,8.8,Silty,Cotton,Harvest,Winter,35.5
4.98,28.3,72.4,13.1,0.1,Clay,Cotton,Growth,Summer,103.8
4.01,35.7,55.1,3.2,9.9,Silty,Sugarcane,Growth,Summer,224.2
7.96,36.3,36.5,0.0,24.1,Loamy,Sugarcane,Harvest,Winter,355.4
2.74,32.5,54.8,13.8,26.9,Sandy,Rice,Harvest,Monsoon,117.1
9.34,28.0,50.3,0.0,25.8,Loamy,Cotton,Growth,Summer,335.7
6.52,28.8,26.3,2.5,17.4,Loamy,Cotton,Growth,Winter,239.5
7.69,44.9,43.0,1.7,13.4,Loamy,Maize,Seedling,Summer,259.7
4.59,19.3,68.4,29.8,6.2,Clay,Wheat,Seedling,Monsoon,35.0
1.4,37.4,51.8,9.5,17.8,Loamy,Cotton,Seedling,Summer,43.9
1.5,37.4,20.0,1.6,10.5,Silty,Sugarcane,Harvest,Summer,75.1
1.25,25.7,70.3,19.8,18.8,Clay,Cotton,Seedling,Monsoon,5.0
9.53,30.2,86.4,20.7,9.8,Silty,Sugarcane,Seedling,Summer,378.2
1.25,31.9,65.9,16.0,26.1,Silty,Wheat,Growth,Monsoon,17.3
4.45,21.7,50.4,18.2,3.6,Silty,Maize,Flowering,Winter,128.7
